caller_type,caller_method,caller_rid,il_offset,opcode,target_kind,target_type,target_method,target_token
KAutoHelper.CaptureHelper,ResizeImage,114,81,callvirt,MemberRef,System.Drawing.Graphics,set_PixelOffsetMode,0x0A00009A
KAutoHelper.CaptureHelper,ResizeImage,114,87,newobj,MemberRef,System.Drawing.Imaging.ImageAttributes,.ctor,0x0A00009B
KAutoHelper.CaptureHelper,ResizeImage,114,96,callvirt,MemberRef,System.Drawing.Imaging.ImageAttributes,SetWrapMode,0x0A00009C
KAutoHelper.CaptureHelper,ResizeImage,114,108,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.CaptureHelper,ResizeImage,114,114,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.CaptureHelper,ResizeImage,114,121,callvirt,MemberRef,System.Drawing.Graphics,DrawImage,0x0A00009F
KAutoHelper.CaptureHelper,ResizeImage,114,134,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.CaptureHelper,ResizeImage,114,148,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.CaptureHelper,CaptureWindowToFile,115,2,call,MethodDef,KAutoHelper.CaptureHelper,CaptureWindow,0x06000070
KAutoHelper.CaptureHelper,CaptureWindowToFile,115,11,callvirt,MemberRef,System.Drawing.Image,Save,0x0A0000A0
KAutoHelper.CaptureHelper,CaptureScreenToFile,116,1,call,MethodDef,KAutoHelper.CaptureHelper,CaptureScreen,0x0600006F
KAutoHelper.CaptureHelper,CaptureScreenToFile,116,10,callvirt,MemberRef,System.Drawing.Image,Save,0x0A0000A0
KAutoHelper.CaptureHelper,CaptureImage,117,4,call,MemberRef,System.Drawing.Size,get_Width,0x0A00008E
KAutoHelper.CaptureHelper,CaptureImage,117,11,call,MemberRef,System.Drawing.Size,get_Height,0x0A00008F
KAutoHelper.CaptureHelper,CaptureImage,117,21,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A0000A1
KAutoHelper.CaptureHelper,CaptureImage,117,28,call,MemberRef,System.Drawing.Graphics,FromImage,0x0A000095
KAutoHelper.CaptureHelper,CaptureImage,117,37,call,MemberRef,System.Drawing.Point,get_X,0x0A000033
KAutoHelper.CaptureHelper,CaptureImage,117,50,call,MemberRef,System.Drawing.Point,get_Y,0x0A000034
KAutoHelper.CaptureHelper,CaptureImage,117,69,callvirt,MemberRef,System.Drawing.Graphics,CopyFromScreen,0x0A0000A2
KAutoHelper.CaptureHelper,CropImage,119,10,call,MemberRef,System.Drawing.Rectangle,get_Width,0x0A0000A3
KAutoHelper.CaptureHelper,CropImage,119,17,call,MemberRef,System.Drawing.Rectangle,get_Height,0x0A0000A4
KAutoHelper.CaptureHelper,CropImage,119,22,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000091
KAutoHelper.CaptureHelper,CropImage,119,29,call,MemberRef,System.Drawing.Graphics,FromImage,0x0A000095
KAutoHelper.CaptureHelper,CropImage,119,41,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.CaptureHelper,CropImage,119,47,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.CaptureHelper,CropImage,119,52,newobj,MemberRef,System.Drawing.Rectangle,.ctor,0x0A000090
KAutoHelper.CaptureHelper,CropImage,119,59,callvirt,MemberRef,System.Drawing.Graphics,DrawImage,0x0A0000A5
KAutoHelper.CaptureHelper,CropImage,119,72,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.CaptureHelper,CropImage,120,5,call,MemberRef,System.Drawing.Rectangle,get_Width,0x0A0000A3
KAutoHelper.CaptureHelper,CropImage,120,12,call,MemberRef,System.Drawing.Rectangle,get_Height,0x0A0000A4
KAutoHelper.CaptureHelper,CropImage,120,17,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000091
KAutoHelper.CaptureHelper,CropImage,120,24,call,MemberRef,System.Drawing.Graphics,FromImage,0x0A000095
KAutoHelper.CaptureHelper,CropImage,120,36,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.CaptureHelper,CropImage,120,42,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.CaptureHelper,CropImage,120,47,newobj,MemberRef,System.Drawing.Rectangle,.ctor,0x0A000090
KAutoHelper.CaptureHelper,CropImage,120,54,callvirt,MemberRef,System.Drawing.Graphics,DrawImage,0x0A0000A5
KAutoHelper.CaptureHelper,CropImage,120,67,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.CaptureHelper,.ctor,121,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.ImageScanOpenCV,GetImage,123,2,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000048
KAutoHelper.ImageScanOpenCV,Find,124,2,call,MethodDef,KAutoHelper.ImageScanOpenCV,GetImage,0x0600007B
KAutoHelper.ImageScanOpenCV,Find,124,9,call,MethodDef,KAutoHelper.ImageScanOpenCV,GetImage,0x0600007B
KAutoHelper.ImageScanOpenCV,Find,124,18,call,MethodDef,KAutoHelper.ImageScanOpenCV,Find,0x0600007C
KAutoHelper.ImageScanOpenCV,Find,125,2,newobj,MemberRef,,.ctor,0x0A0000A6
KAutoHelper.ImageScanOpenCV,Find,125,9,newobj,MemberRef,,.ctor,0x0A0000A6
KAutoHelper.ImageScanOpenCV,Find,125,16,callvirt,MemberRef,,Copy,0x0A0000A7
KAutoHelper.ImageScanOpenCV,Find,125,25,callvirt,MemberRef,,MatchTemplate,0x0A0000A8
KAutoHelper.ImageScanOpenCV,Find,125,41,callvirt,MemberRef,,MinMax,0x0A0000A9
KAutoHelper.ImageScanOpenCV,Find,125,72,callvirt,MemberRef,,get_Size,0x0A0000AA
KAutoHelper.ImageScanOpenCV,Find,125,77,call,MemberRef,System.Drawing.Rectangle,.ctor,0x0A0000AB
KAutoHelper.ImageScanOpenCV,Find,125,85,call,MemberRef,System.Drawing.Color,get_Red,0x0A0000AC
KAutoHelper.ImageScanOpenCV,Find,125,90,newobj,MemberRef,Emgu.CV.Structure.Bgr,.ctor,0x0A0000AD
KAutoHelper.ImageScanOpenCV,Find,125,98,callvirt,MemberRef,,Draw,0x0A0000AE
KAutoHelper.ImageScanOpenCV,Find,125,118,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.ImageScanOpenCV,Find,125,129,callvirt,MemberRef,,ToBitmap,0x0A0000AF
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,33,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,39,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,47,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,53,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,84,newobj,MemberRef,,.ctor,0x0A0000A6
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,91,newobj,MemberRef,,.ctor,0x0A0000A6
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,108,callvirt,MemberRef,,MatchTemplate,0x0A0000A8
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,126,callvirt,MemberRef,,MinMax,0x0A0000A9
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,154,newobj,MemberRef,,.ctor,0x0A000085
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,170,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,177,call,MemberRef,System.GC,Collect,0x0A0000B0
KAutoHelper.ImageScanOpenCV,FindOutPoint,127,183,call,MemberRef,System.GC,WaitForPendingFinalizers,0x0A0000B1
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,2,newobj,MemberRef,,.ctor,0x0A0000A6
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,9,newobj,MemberRef,,.ctor,0x0A0000A6
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,15,newobj,MemberRef,,.ctor,0x0A0000B2
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,27,callvirt,MemberRef,,MatchTemplate,0x0A0000A8
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,43,callvirt,MemberRef,,MinMax,0x0A0000A9
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,74,callvirt,MemberRef,,get_Size,0x0A0000AA
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,79,call,MemberRef,System.Drawing.Rectangle,.ctor,0x0A0000AB
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,87,call,MemberRef,System.Drawing.Color,get_Blue,0x0A0000B3
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,92,newobj,MemberRef,Emgu.CV.Structure.Bgr,.ctor,0x0A0000AD
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,100,callvirt,MemberRef,,Draw,0x0A0000AE
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,115,callvirt,MemberRef,,Add,0x0A0000B4
KAutoHelper.ImageScanOpenCV,FindOutPoints,128,134,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.ImageScanOpenCV,FindColor,129,3,call,MemberRef,System.Drawing.Color,ToArgb,0x0A0000B5
KAutoHelper.ImageScanOpenCV,FindColor,129,9,newobj,MemberRef,,.ctor,0x0A0000B2
KAutoHelper.ImageScanOpenCV,FindColor,129,35,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.ImageScanOpenCV,FindColor,129,44,call,MemberRef,System.Drawing.Color,ToArgb,0x0A0000B5
KAutoHelper.ImageScanOpenCV,FindColor,129,49,call,MemberRef,System.Int32,Equals,0x0A0000B7
KAutoHelper.ImageScanOpenCV,FindColor,129,64,newobj,MemberRef,System.Drawing.Point,.ctor,0x0A000040
KAutoHelper.ImageScanOpenCV,FindColor,129,69,callvirt,MemberRef,,Add,0x0A0000B4
KAutoHelper.ImageScanOpenCV,FindColor,129,85,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,FindColor,129,105,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,FindColor,129,125,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.ImageScanOpenCV,FindColor,130,2,call,MemberRef,System.Windows.Media.ColorConverter,ConvertFromString,0x0A0000B8
KAutoHelper.ImageScanOpenCV,FindColor,130,15,call,MethodDef,KAutoHelper.ImageScanOpenCV,FindColor,0x06000081
KAutoHelper.ImageScanOpenCV,RecolizeText,131,8,call,MethodDef,KAutoHelper.Get_Text_From_Image,Get_Text,0x0600008C
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,2,newobj,MemberRef,System.IO.DirectoryInfo,.ctor,0x0A000051
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,10,callvirt,MemberRef,System.IO.DirectoryInfo,GetFiles,0x0A000052
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,26,callvirt,MemberRef,System.IO.FileSystemInfo,get_FullName,0x0A000053
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,31,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000048
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,40,newobj,MemberRef,,.ctor,0x0A0000B9
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,45,call,MemberRef,,ToBitmap,0x0A0000BA
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,50,call,MethodDef,KAutoHelper.Get_Text_From_Image,make_new_image,0x0600008D
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,59,callvirt,MemberRef,System.Drawing.Image,Dispose,0x0A0000BB
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,68,callvirt,MemberRef,System.IO.FileSystemInfo,get_Name,0x0A0000BC
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,73,call,MemberRef,System.IO.Path,GetFileNameWithoutExtension,0x0A000043
KAutoHelper.ImageScanOpenCV,SplitImageInFolder,132,78,call,MethodDef,KAutoHelper.Get_Text_From_Image,split_image,0x0600008E
KAutoHelper.ImageScanOpenCV,ThreshHoldBinary,133,2,newobj,MemberRef,,.ctor,0x0A0000B9
KAutoHelper.ImageScanOpenCV,ThreshHoldBinary,133,11,newobj,MemberRef,Emgu.CV.Structure.Gray,.ctor,0x0A0000BD
KAutoHelper.ImageScanOpenCV,ThreshHoldBinary,133,25,newobj,MemberRef,Emgu.CV.Structure.Gray,.ctor,0x0A0000BD
KAutoHelper.ImageScanOpenCV,ThreshHoldBinary,133,30,callvirt,MemberRef,,ThresholdBinary,0x0A0000BE
KAutoHelper.ImageScanOpenCV,ThreshHoldBinary,133,37,callvirt,MemberRef,,ToBitmap,0x0A0000BA
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,2,call,MethodDef,KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,0x06000089
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,21,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,29,call,MemberRef,System.Drawing.Color,get_R,0x0A0000BF
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,43,call,MemberRef,System.Drawing.Color,get_G,0x0A0000C0
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,57,call,MemberRef,System.Drawing.Color,get_B,0x0A0000C1
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,79,call,MemberRef,System.Drawing.Color,get_Transparent,0x0A0000C2
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,84,callvirt,MemberRef,System.Drawing.Bitmap,SetPixel,0x0A0000C3
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,97,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,134,116,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,2,call,MethodDef,KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,0x06000089
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,21,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,29,call,MemberRef,System.Drawing.Color,get_R,0x0A0000BF
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,40,call,MemberRef,System.Drawing.Color,get_G,0x0A0000C0
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,54,call,MemberRef,System.Drawing.Color,get_B,0x0A0000C1
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,76,call,MemberRef,System.Drawing.Color,get_Black,0x0A0000C4
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,81,callvirt,MemberRef,System.Drawing.Bitmap,SetPixel,0x0A0000C3
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,94,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,135,113,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,2,call,MethodDef,KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,0x06000089
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,21,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,29,call,MemberRef,System.Drawing.Color,get_A,0x0A0000C5
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,47,call,MemberRef,System.Drawing.Color,get_White,0x0A0000C6
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,52,callvirt,MemberRef,System.Drawing.Bitmap,SetPixel,0x0A0000C3
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,65,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,136,84,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,137,2,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,137,8,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,137,18,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A0000A1
KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,137,25,call,MemberRef,System.Drawing.Graphics,FromImage,0x0A000095
KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,137,36,callvirt,MemberRef,System.Drawing.Graphics,DrawImage,0x0A0000C7
KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,137,49,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.ImageScanOpenCV,.ctor,138,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.Get_Text_From_Image,Get_Text,140,8,newobj,MemberRef,,.ctor,0x0A0000B9
KAutoHelper.Get_Text_From_Image,Get_Text,140,13,call,MemberRef,,ToBitmap,0x0A0000BA
KAutoHelper.Get_Text_From_Image,Get_Text,140,18,call,MethodDef,KAutoHelper.Get_Text_From_Image,make_new_image,0x0600008D
KAutoHelper.Get_Text_From_Image,Get_Text,140,25,callvirt,MemberRef,System.Drawing.Image,Dispose,0x0A0000BB
KAutoHelper.Get_Text_From_Image,Get_Text,140,37,call,MethodDef,KAutoHelper.Get_Text_From_Image,split_image,0x0600008E
KAutoHelper.Get_Text_From_Image,Get_Text,140,44,call,MethodDef,KAutoHelper.Get_Text_From_Image,Get_Text,0x0600008F
KAutoHelper.Get_Text_From_Image,make_new_image,141,17,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.Get_Text_From_Image,make_new_image,141,35,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.Get_Text_From_Image,make_new_image,141,59,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000091
KAutoHelper.Get_Text_From_Image,make_new_image,141,92,call,MethodDef,KAutoHelper.Get_Text_From_Image,<make_new_image>g__Get_List_Point|9_0,0x06000094
KAutoHelper.Get_Text_From_Image,split_image,142,69,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.Get_Text_From_Image,split_image,142,81,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.Get_Text_From_Image,split_image,142,115,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.Get_Text_From_Image,split_image,142,124,call,MemberRef,System.Drawing.Color,get_Name,0x0A0000C8
KAutoHelper.Get_Text_From_Image,split_image,142,134,call,MemberRef,System.String,op_Inequality,0x0A00002F
KAutoHelper.Get_Text_From_Image,split_image,142,285,call,MethodDef,KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,0x06000096
KAutoHelper.Get_Text_From_Image,Get_Text,143,7,newobj,MemberRef,,.ctor,0x0A000026
KAutoHelper.Get_Text_From_Image,Get_Text,143,18,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,30,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,42,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,54,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,66,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,78,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,90,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,102,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,114,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,126,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.Get_Text_From_Image,Get_Text,143,141,newobj,MemberRef,,.ctor,0x0A0000C9
KAutoHelper.Get_Text_From_Image,Get_Text,143,160,callvirt,MemberRef,,get_Item,0x0A0000CA
KAutoHelper.Get_Text_From_Image,Get_Text,143,201,call,MemberRef,System.String,Concat,0x0A000036
KAutoHelper.Get_Text_From_Image,Get_Text,143,210,newobj,MemberRef,System.IO.DirectoryInfo,.ctor,0x0A000051
KAutoHelper.Get_Text_From_Image,Get_Text,143,220,callvirt,MemberRef,System.IO.DirectoryInfo,GetFiles,0x0A000052
KAutoHelper.Get_Text_From_Image,Get_Text,143,245,callvirt,MemberRef,System.IO.FileSystemInfo,get_FullName,0x0A000053
KAutoHelper.Get_Text_From_Image,Get_Text,143,254,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000048
KAutoHelper.Get_Text_From_Image,Get_Text,143,300,call,MemberRef,System.String,Concat,0x0A00004C
KAutoHelper.Get_Text_From_Image,Get_Text,143,309,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000048
KAutoHelper.Get_Text_From_Image,Get_Text,143,320,call,MethodDef,KAutoHelper.Get_Text_From_Image,Image_Equal,0x06000090
KAutoHelper.Get_Text_From_Image,Get_Text,143,329,callvirt,MemberRef,System.Drawing.Image,Dispose,0x0A0000BB
KAutoHelper.Get_Text_From_Image,Get_Text,143,337,callvirt,MemberRef,System.Drawing.Image,Dispose,0x0A0000BB
KAutoHelper.Get_Text_From_Image,Get_Text,143,382,callvirt,MemberRef,,Add,0x0A0000CB
KAutoHelper.Get_Text_From_Image,Get_Text,143,406,callvirt,MemberRef,,get_Count,0x0A000041
KAutoHelper.Get_Text_From_Image,Get_Text,143,447,callvirt,MemberRef,,get_Item,0x0A0000CC
KAutoHelper.Get_Text_From_Image,Get_Text,143,464,callvirt,MemberRef,,get_Item,0x0A0000CC
KAutoHelper.Get_Text_From_Image,Get_Text,143,486,callvirt,MemberRef,,get_Count,0x0A000041
KAutoHelper.Get_Text_From_Image,Get_Text,143,503,callvirt,MemberRef,,get_Item,0x0A0000CA
KAutoHelper.Get_Text_From_Image,Get_Text,143,508,call,MemberRef,System.String,Concat,0x0A000012
KAutoHelper.Get_Text_From_Image,Image_Equal,144,23,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.Get_Text_From_Image,Image_Equal,144,29,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.Get_Text_From_Image,Image_Equal,144,34,newobj,MemberRef,System.Drawing.Size,.ctor,0x0A0000CD
KAutoHelper.Get_Text_From_Image,Image_Equal,144,39,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A0000CE
KAutoHelper.Get_Text_From_Image,Image_Equal,144,72,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.Get_Text_From_Image,Image_Equal,144,85,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.Get_Text_From_Image,Image_Equal,144,101,callvirt,MemberRef,System.Object,Equals,0x0A0000CF
KAutoHelper.Get_Text_From_Image,Image_Equal,144,136,callvirt,MemberRef,System.Drawing.Image,get_Height,0x0A00009E
KAutoHelper.Get_Text_From_Image,Image_Equal,144,156,callvirt,MemberRef,System.Drawing.Image,get_Width,0x0A00009D
KAutoHelper.Get_Text_From_Image,check_folder_exists,145,2,call,MemberRef,System.IO.Directory,Exists,0x0A0000D0
KAutoHelper.Get_Text_From_Image,check_folder_exists,145,18,call,MemberRef,System.IO.Directory,CreateDirectory,0x0A0000D1
KAutoHelper.Get_Text_From_Image,.ctor,146,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.Get_Text_From_Image,.cctor,147,56,newobj,MemberRef,,.ctor,0x0A0000D2
KAutoHelper.Get_Text_From_Image,.cctor,147,70,call,MemberRef,System.Drawing.Color,FromArgb,0x0A0000D3
KAutoHelper.Get_Text_From_Image,.cctor,147,75,callvirt,MemberRef,,Add,0x0A0000D4
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Get_List_Point|9_0,148,19,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Get_List_Point|9_0,148,36,call,MethodDef,KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,0x06000095
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Get_List_Point|9_0,148,55,call,MemberRef,System.Drawing.Color,get_Black,0x0A0000C4
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Get_List_Point|9_0,148,60,callvirt,MemberRef,System.Drawing.Bitmap,SetPixel,0x0A0000C3
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,5,callvirt,MemberRef,,GetEnumerator,0x0A0000D5
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,18,call,MemberRef,,get_Current,0x0A0000D6
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,27,call,MemberRef,System.Drawing.Color,get_R,0x0A0000BF
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,36,call,MemberRef,System.Drawing.Color,get_R,0x0A0000BF
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,45,call,MemberRef,System.Drawing.Color,get_R,0x0A0000BF
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,54,call,MemberRef,System.Drawing.Color,get_R,0x0A0000BF
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,63,call,MemberRef,System.Drawing.Color,get_G,0x0A0000C0
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,72,call,MemberRef,System.Drawing.Color,get_G,0x0A0000C0
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,81,call,MemberRef,System.Drawing.Color,get_G,0x0A0000C0
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,90,call,MemberRef,System.Drawing.Color,get_G,0x0A0000C0
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,99,call,MemberRef,System.Drawing.Color,get_B,0x0A0000C1
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,108,call,MemberRef,System.Drawing.Color,get_B,0x0A0000C1
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,117,call,MemberRef,System.Drawing.Color,get_B,0x0A0000C1
